name,PLN_AREA_N,category,lat,lng
BURLINSON DENTAL SURGERY,BEDOK,doctor,1.312045,103.9221778
Dr. Kevin Yip Clinic Singapore,TANGLIN,doctor,1.3070738000000002,103.8199026
Dr Kevin Yip Man Hing (叶文兴医生) - Orthopaedic Surgeon Singapore,TANGLIN,hospital,1.3076257,103.8202012
Dr Colin Phipps Diong,NEWTON,hospital,1.3055915,103.8354837
East Coast Podiatry (Orchard),ORCHARD,doctor,1.304049,103.83485
Atlas Eye Specialist Centre @ Paragon Medical,ORCHARD,doctor,1.3039054,103.8355763
LSC Eye Clinic (previously The Lasik Surgery Clinic) by SMG,ORCHARD,doctor,1.3042489,103.8361125
Shinagawa Eye Centre,ORCHARD,doctor,1.3047411,103.8305926
Woffles Wu Aesthetic Surgery & Laser Centre,ORCHARD,doctor,1.3033039,103.8239218
Singapore Sports and Orthopaedic Clinic,TANGLIN,doctor,1.3076257,103.8202012
Dr Kenneth Oo Ear Nose Throat Head and Neck Surgery,NEWTON,doctor,1.3055915,103.8354837
East Coast Podiatry (Novena),NOVENA,doctor,1.3206356,103.844392
Dr Marlene Teo,ORCHARD,doctor,1.3061653,103.8310002
Dr Benjamin Tham,NOVENA,doctor,1.3254629,103.8414575
Specialist Orthopaedic Centre - Dr Kannan Kaliyaperumal,NOVENA,doctor,1.322236,103.8440388
National Skin Centre,NOVENA,doctor,1.3197673,103.8490639
Kids Clinic @ Bishan by SMG,BISHAN,doctor,1.3473673000000002,103.8494704
Dr Dennis Chua - ENT Surgeons Medical Centre,NEWTON,doctor,1.305595,103.835504
Sweng Plastic Aesthetic and Reconstructive Surgery,ROCHOR,doctor,1.3121764,103.8540894
Q & M Dental Centre,KALLANG,doctor,1.3114339,103.8568322
Freia Medical,NOVENA,doctor,1.3206053,103.8432372
Orthopaedic Clinic Singapore | Sports Clinic - Dr. Andrew Dutton,NEWTON,doctor,1.305627,103.835526
TWL Specialist Skin & Laser Centre,NOVENA,doctor,1.3206053,103.8432372
Dr Ong Kee Leong - Orthopaedic Surgeon & Sports Medicine Specialist Singapore,NOVENA,doctor,1.3219787,103.8440855
Astra Women's Specialists Centre by SMG,TOA PAYOH,doctor,1.3329774,103.8499893
Clearvision Eye Clinic & LASIK Centre - Dr. Tony Ho,NEWTON,doctor,1.30462,103.834633
Dr Wong May Ling Child & Cardiology Practice,ORCHARD,doctor,1.3043348999999995,103.8361743
Precision Spine Chiropractic,ORCHARD,doctor,1.3058671,103.8310873
Singapore Aesthetic Centre,NOVENA,doctor,1.3206513,103.8443689
Q & M Dental Surgery (Clementi Central),CLEMENTI,doctor,1.3135086,103.7654817
Amber Compounding Pharmacy,OUTRAM,health,1.2828871000000002,103.8458908
Knots & Gifts - Food & Drinks | Flower | Wedding Gifts,KALLANG,health,1.3161072,103.8682805
Ions Care Singapore,TOA PAYOH,health,1.3326401,103.8500005
Kate Porter Yoga East Coast,BEDOK,health,1.3100319,103.9319276
Bukit Canberra (Canberra Integrated Hub),SEMBAWANG,health,1.4490181999999998,103.8226951
BXG Boxing & Fitness,MARINE PARADE,health,1.3034940000000002,103.896567
AIDA FITNESS FOR HER,GEYLANG,health,1.3163432,103.9005335
Active Red - Women Only Kickboxing Fitness,DOWNTOWN CORE,health,1.2963436000000002,103.8559698
One Wellness,ROCHOR,health,1.3007545,103.8555329
Amore Fitness & Boutique Spa,TAMPINES,health,1.3542959,103.9449969
Innervate Fitness,KALLANG,health,1.3196952,103.8651566
Neue Fit,KALLANG,health,1.3028475,103.8733612
The Strength Yard,MARINE PARADE,health,1.308141,103.903407
Higher Performance SG,MARINE PARADE,health,1.3091398,103.8944494
Inspire Fitness,MARINE PARADE,health,1.3071735,103.9038732
SURFSET Singapore,KALLANG,health,1.304707,103.8761515
Bianka Panova Academy,BUKIT MERAH,health,1.2843440000000002,103.813836
Pilates For Therapy,GEYLANG,health,1.3144296999999998,103.8913011
Encore Muay Thai Fitness,MARINE PARADE,health,1.3064158,103.9045132
Anytime Fitness hillV2,BUKIT BATOK,health,1.3630203,103.7642127
Fight Pro-Motion,GEYLANG,health,1.311223,103.9011985
Virgin Active Tanjong Pagar,DOWNTOWN CORE,health,1.276859,103.845786
Tapout Fitness OUE Downtown Gallery,DOWNTOWN CORE,health,1.2771468,103.8485274
Fight G,SINGAPORE RIVER,health,1.2871173,103.8468995
"Move to Live — Strength & HIIT, Martial Arts and Yoga",QUEENSTOWN,health,1.3020457,103.7935227
FaMA - Fitness and Martial Arts,SINGAPORE RIVER,health,1.2899401,103.8448747
Movement & Sports Medicine Centre,KALLANG,health,1.3099761,103.8569801
Ground Up Climbing,KALLANG,health,1.3158251,103.8561832
Sky Gym Pte Ltd - Serangoon Gardens Branch,SERANGOON,health,1.3597681,103.8596263
Anytime Fitness Hougang Central,HOUGANG,health,1.370408,103.8950927
ActiveSG Gym at Ang Mo Kio Community Centre,ANG MO KIO,health,1.366953,103.84042
Hougang ActiveSG Sports Centre,HOUGANG,health,1.3706138,103.8885266
Kravist Singapore,TOA PAYOH,health,1.3363898,103.8872725
Fern Yoga Pilates & Therapy,SERANGOON,health,1.365696,103.86649
Anywhere Fitness,SEMBAWANG,health,1.461517,103.838153
Fitness Corner,YISHUN,health,1.4256323,103.8442895
Anywhere Fitness,MANDAI,health,1.427786,103.826449
My Priority Fitness,YISHUN,health,1.432351,103.828498
Nee Soon Sports Centre,YISHUN,health,1.4277046999999998,103.83850809999998
The Fitness Protocol,YISHUN,health,1.4396858,103.8348021
Basketball,YISHUN,health,1.4327762,103.8348351
Envirogym Performance Solution Pte Ltd,YISHUN,health,1.426236,103.845203
"LEVITISE - Lifestyle, Nutrition & Fitness Centre",OUTRAM,health,1.2848893999999995,103.8476821
WeBarre Tanjong Pagar,OUTRAM,health,1.2784903,103.8437047
Fitness Factory,SINGAPORE RIVER,health,1.2885301000000002,103.8491088
UFC GYM Singapore CityLink Mall,DOWNTOWN CORE,health,1.2913003,103.8551945
Ground Zero - Cross Street Exchange,OUTRAM,health,1.2835867,103.8470853
Anytime Fitness,QUEENSTOWN,health,1.2872975,103.8035111
Athlete Lab Singapore,OUTRAM,health,1.280267,103.8466066
Fitness First - Capital Tower,DOWNTOWN CORE,health,1.277781,103.84754
Fitness First - One George Street,DOWNTOWN CORE,health,1.2857174999999998,103.8474951
RIZAP Singapore Tanjong Pagar Studio,OUTRAM,health,1.2783501,103.8418619
F45 Training Amoy Street,OUTRAM,health,1.2805991,103.8467027
Legends Fight Sport,SINGAPORE RIVER,health,1.2877938999999998,103.8480754
Absolute Cycle @ Downtown Gallery,DOWNTOWN CORE,health,1.2766186000000002,103.848138
F45 Tampines West,TAMPINES,health,1.3433013,103.9419091
Contours Express Women's Gym Tampines,TAMPINES,health,1.3530993,103.9542185
F45 Downtown East Singapore,PASIR RIS,health,1.377861,103.9555449
GYMMBOXX Bedok Point,BEDOK,health,1.3251487,103.9322635
SAFRA EnergyOne (SAFRA Tampines),TAMPINES,health,1.344724,103.941739
SAFRA Tampines,TAMPINES,health,1.3446018999999998,103.9416649
The PIT Singapore,RIVER VALLEY,health,1.29976,103.836369
FITNESS MOVEMENT GYM,ORCHARD,health,1.3036788,103.8357504
Orangetheory Fitness Robertson Quay,RIVER VALLEY,health,1.2921219,103.8380002
Genesis Gym - Personal Training Singapore,QUEENSTOWN,health,1.2915687,103.807635
F45 Training Orchard,ORCHARD,health,1.300363,103.842667
Hot Yoga Studio LAVA @ Great World City,SINGAPORE RIVER,health,1.2936417,103.8319293
Iron Fitness Singapore,KALLANG,health,1.3109395,103.8725805
Gym Tonic,BISHAN,health,1.3497537,103.8508831
Asfitness,NOVENA,health,1.3233583,103.8269061
The Kampung Gym,GEYLANG,health,1.3096919,103.8783904
The Gym,KALLANG,health,1.3116221,103.8594942
GYMMBOXX Bishan,BISHAN,health,1.3499251,103.8508422
Fortitude Martial Arts & Fitness,KALLANG,health,1.30974,103.8619137
UFC GYM Singapore City Square Mall,KALLANG,health,1.3113982,103.8565897
Khus Fitness Pte. Ltd.,KALLANG,health,1.3158942,103.8561124
FitEleven,KALLANG,health,1.3097006000000002,103.8579542
COMO Shambhala Urban Escape Singapore,ORCHARD,health,1.3072391,103.828496
Ares Fight Club,BUKIT TIMAH,health,1.341412,103.772321
Bukit Batok ActiveSG Gym,BUKIT BATOK,health,1.3445253,103.7479262
SAFRA EnergyOne (SAFRA Jurong),JURONG WEST,health,1.335166,103.706299
Onyx MMA,JURONG EAST,health,1.3306265,103.7384671
My Gym @ Jurong East,JURONG EAST,health,1.3343784,103.7427835
Propstation,BEDOK,park,1.3274171,103.9182282
Ng Teng Fong Dental Clinic,JURONG EAST,hospital,1.333841,103.74520859999998
Parkway East Hospital,BEDOK,hospital,1.3150433,103.9089093
"International Urology, Fertility & Gynaecology Centre: Dr. Michael Wong - Urologist",NEWTON,hospital,1.305452,103.8354769
Old Changi Hospital,CHANGI,hospital,1.3905219,103.980521
Peter Yan Cardiology Clinic,TANGLIN,hospital,1.307592,103.8199224
National University Hospital,QUEENSTOWN,hospital,1.2946546,103.7830545
"National University Heart Centre, Singapore (NUHCS)",QUEENSTOWN,hospital,1.2948423,103.783948
Raffles Hospital,DOWNTOWN CORE,hospital,1.3011894,103.8572771
Sengkang General Hospital,SENGKANG,hospital,1.3936438,103.8931787
Ang Mo Kio-Thye Hua Kwan Hospital,ANG MO KIO,hospital,1.383513,103.8402041
Institute of Mental Health,HOUGANG,hospital,1.3818906000000002,103.8847242
Singapore General Hospital,BUKIT MERAH,hospital,1.279677,103.835984
National Heart Centre Singapore,BUKIT MERAH,hospital,1.2785753,103.8361084
Healthway Screening @ Downtown,DOWNTOWN CORE,hospital,1.2782034,103.8490529
National Cancer Centre Singapore,BUKIT MERAH,hospital,1.2794134,103.8367369
Changi General Hospital,TAMPINES,hospital,1.3401915,103.9495701
Alexandra Hospital,QUEENSTOWN,hospital,1.2865882,103.8012749
Gleneagles Hospital,TANGLIN,hospital,1.3072973,103.8202408
Camden Medical,ORCHARD,hospital,1.3032316000000002,103.8239372
Women Fertility & Fetal Centre: Dr Ann Tan - Female Gynaecologist,NEWTON,hospital,1.3055915,103.8354837
Tan Tock Seng Hospital,NOVENA,hospital,1.3213889,103.8458333
Farrer Park Hospital,ROCHOR,hospital,1.3130812,103.8542173
KK Women's and Children's Hospital,KALLANG,hospital,1.3105743,103.8470432
Mount Alvernia Hospital,TOA PAYOH,hospital,1.3417917,103.8374478
Mount Elizabeth Hospital,NEWTON,hospital,1.3052551,103.8354896
Mount Elizabeth Novena Hospital,NOVENA,hospital,1.322236,103.8440388
Kwong Wai Shiu Hospital,KALLANG,hospital,1.317285,103.8593269
Thomson Medical Centre,NOVENA,hospital,1.3253292,103.8415012
Singapore Paincare Center @ Novena,NOVENA,hospital,1.3222438,103.8440425
El Shaddai Arthritis & Rheumatism Specialist Medical Centre,KALLANG,hospital,1.3202463,103.861807
Ensoul Medical Clinic,ORCHARD,hospital,1.3060647,103.8309925
Ho Medical Centre Pte Ltd,CLEMENTI,hospital,1.3147527,103.771577
Ng Teng Fong General Hospital,JURONG EAST,hospital,1.3337448,103.7453915
Khoo Teck Puat Hospital,YISHUN,hospital,1.4246142,103.838217
Manulife,DOWNTOWN CORE,health,1.2824528999999998,103.8489673
Nutrify Meals,BUKIT MERAH,health,1.2767445,103.8387834
Bishan-Ang Mo Kio Park - Pond Gardens,BISHAN,park,1.3656301000000002,103.8358124
Dairy Farm Nature Park,BUKIT PANJANG,park,1.3618794,103.7753145
Chestnut Nature Park,CENTRAL WATER CATCHMENT,park,1.3712383999999995,103.7795375
Thomson Nature Park,ANG MO KIO,park,1.3853983,103.8210097
Pandan Gardens Leisure Park,JURONG EAST,park,1.3196693000000002,103.7500598
Jurong Lake Gardens,JURONG EAST,park,1.3358997,103.7261741
Bay East Garden,MARINA EAST,park,1.2881607,103.869858
Toa Payoh Sensory Park,TOA PAYOH,park,1.3351968,103.8528848
War Memorial Park,DOWNTOWN CORE,park,1.2928957,103.8546778
Singapore Botanic Gardens Gallop Extension,TANGLIN,park,1.3119665,103.8123031
Hougang Neighbourhood Park,HOUGANG,park,1.3679912,103.8969769
Harmony Park,HOUGANG,park,1.3723964,103.8962692
one-north Park,QUEENSTOWN,park,1.3028391,103.7905769
Tiong Bahru Park,BUKIT MERAH,park,1.2873698,103.8246836
Hong Lim Park,SINGAPORE RIVER,park,1.2865211,103.8465804
Sembawang Park,SEMBAWANG,park,1.4603822,103.8363201
Coney Island (West Entrance),PUNGGOL,park,1.4162358999999998,103.915184
Coney Island Singapore,PUNGGOL,park,1.4092951,103.9216496
Punggol Park,HOUGANG,park,1.3769802,103.8986585
Ang Mo Kio Town Garden East,ANG MO KIO,park,1.3707346000000002,103.8502485
Merlion,DOWNTOWN CORE,park,1.2867892,103.8545014
HortPark,QUEENSTOWN,park,1.2787362,103.8018322
Labrador Nature Reserve,BUKIT MERAH,park,1.2659383,103.8033226
Pasir Ris Town Park,PASIR RIS,park,1.3725402,103.9517213
Changi Beach Park,CHANGI,park,1.3909433,103.9920554
Bishan North Neighbourhood Park,BISHAN,park,1.3583048,103.8431764
Serangoon Community Park,SERANGOON,park,1.356715,103.8719351
3G Park @ Shunfu,BISHAN,park,1.3490623,103.8387223
Firefly Park,CLEMENTI,park,1.3203893,103.764816
Penguin Coast,BOON LAY,park,1.3205973,103.7058652
Vista Park,WOODLANDS,park,1.4296508,103.7960815
Nee Soon Central Community Park,YISHUN,park,1.4278788999999998,103.8318772
Cgh Pharmacy B,TAMPINES,pharmacy,1.3406241,103.9494707
"SGH X-Ray & Laboratory Services, Sengkang Polyclinic",SENGKANG,pharmacy,1.392501,103.894364
Rsh Holdings Pte Ltd,GEYLANG,pharmacy,1.3294152,103.8743558
Block 4 Retail Pharmacy,BUKIT MERAH,pharmacy,1.2796439,103.834983
Block 3 Outpatient Pharmacy,BUKIT MERAH,pharmacy,1.2784392,103.8342048
Unity Punggol Plaza,PUNGGOL,pharmacy,1.3941977,103.9129853
益康药房 Health Nature Pte Ltd,OUTRAM,pharmacy,1.2861066,103.8423765
National Skin Centre Clinical Laboratory,NOVENA,pharmacy,1.3201077,103.8494914
National Healthcare Group Pharmacy - Woodlands,WOODLANDS,pharmacy,1.430806,103.775072
Unity Seletar Mall,SENGKANG,pharmacy,1.3912448999999998,103.8761588
PhysioActive (East Coast),MARINE PARADE,health,1.304372,103.9033896
Singapore Bone and Joint Clinic,MARINE PARADE,health,1.3075036,103.9071132
Kaleidoscope Therapy Centre Pte. Ltd.,BUKIT TIMAH,health,1.3388138,103.7930905
Work Lift Balance - Physiotherapy and Performance,ROCHOR,health,1.3012962,103.8612421
Elevate Physiotherapy,SERANGOON,health,1.3648568,103.8657078
RAPID PHYSIOTHERAPY SINGAPORE @ Tanjong Pagar,DOWNTOWN CORE,doctor,1.276109,103.845924
Healing Hands Chiropractic Singapore,DOWNTOWN CORE,doctor,1.2913131000000002,103.8512472
UFIT CBD Hub - Club Street,OUTRAM,health,1.2824768999999998,103.8466987
Valerie Physiotherapy Centre Pte. Ltd.,DOWNTOWN CORE,health,1.2820124,103.8507909
Manual Therapy,SINGAPORE RIVER,health,1.288164,103.846238
Physio 101,DOWNTOWN CORE,health,1.2779341,103.8481601
Physiotherapy,BUKIT MERAH,health,1.2786678,103.8364196
In Touch Physiotherapy (In Touch Physio),DOWNTOWN CORE,health,1.2840525,103.8507398
Urbanrehab Physiotherapy in Singapore @ Raffles Place,DOWNTOWN CORE,doctor,1.2839094,103.8507739
Rehab Pro Movement Therapy Clinic,SINGAPORE RIVER,health,1.2891733,103.8442285
ONE Physiotherapy - ONE PHYSIO (Raffles),DOWNTOWN CORE,doctor,1.283722,103.85254
Movinglives Physiotherapy,DOWNTOWN CORE,health,1.2744414,103.8458312
Rehab & Beyond,DOWNTOWN CORE,health,1.2742752,103.8456739
Advanced Physio Care 爱康物理治疗诊所,DOWNTOWN CORE,health,1.278027,103.8479839
Heal360 Physioclinic,OUTRAM,health,1.278198,103.8443279
Urbanrehab Physiotherapy in Singapore @ Robinson Road,DOWNTOWN CORE,doctor,1.2795203000000002,103.848935
Health2u,OUTRAM,health,1.281787,103.8483829
Orthomed Physio,DOWNTOWN CORE,health,1.2835277,103.8522906
LocoMotion Clinic Pte Ltd,OUTRAM,health,1.275854,103.844361
Physio in Motion,SINGAPORE RIVER,health,1.2908734,103.8379645
Physiotherapy Centre @ HarbourFront,BUKIT MERAH,health,1.2648866,103.8182751
The Physiopartner Pte Ltd,SINGAPORE RIVER,health,1.2882129999999998,103.84622
Tan Chong Shin Chinese Physician & Acupuncturist,BEDOK,health,1.337615,103.922056
Heartland Rehab @ Queenstown,BUKIT MERAH,health,1.2869066,103.8088114
Urbanrehab Physiotherapy in Singapore @ Orchard,ORCHARD,doctor,1.302639,103.834649
PHYSIO+,ORCHARD,health,1.3015184,103.837884
MyPhysio Pte Ltd,TANGLIN,health,1.3226508999999995,103.8142619
UFIT Orchard,ORCHARD,health,1.3014581,103.8402846
Physio Asia Therapy Centre Pte Ltd,ORCHARD,doctor,1.3060317,103.8309104
Rapid Physiotherapy Novena,NOVENA,health,1.3204747,103.8448887
Elite Spine Centres - Chiropractor Singapore,KALLANG,health,1.3120213,103.8628407
Homage Home Care,KALLANG,health,1.3103444,103.8641272
Physioconnect @lakeside,JURONG WEST,health,1.3458385,103.7195762
Best Plumbing Services,JURONG EAST,health,1.3361878,103.7381938
Singapore Tennis Lessons | Jay Davern,ORCHARD,health,1.306283,103.833117
Geox Paragon,ORCHARD,health,1.3043348999999995,103.8361743
"Footkaki - Comfort Shoes, Insoles, & Feet Care",MARINE PARADE,health,1.3037607,103.9045901
myVillage,SERANGOON,health,1.3650699,103.8652075
Coslab Centrepoint,ORCHARD,health,1.3024133,103.839871
ALEYDA Mobile Spa,GEYLANG,health,1.3334012,103.8916992
Kenko Reflexology & Fish Spa,ORCHARD,health,1.3009019,103.8385305
"Illumia Therapeutics - Slimming, Fat Freeze, Medical Aesthetics",ORCHARD,health,1.3047411,103.8305926
Refresh Bodyworks,ANG MO KIO,health,1.3691225,103.8481334
Clarion Medical Clinic - Ang Mo Kio,ANG MO KIO,hospital,1.3684602,103.8445869
O Medical Clinic City Hall,DOWNTOWN CORE,health,1.2937746,103.8515157
"Freia Aesthetics | Biologique Recherche, Future, Valmont, Calecim Facials and Retailer",DOWNTOWN CORE,health,1.2939235,103.8533708
Lux Medical Aesthetic Clinic,MUSEUM,health,1.2993158,103.8478247
O Medical Clinic Raffles Place,DOWNTOWN CORE,health,1.284036,103.850727
SW1 Clinic (Paragon),ORCHARD,health,1.3044671,103.8363127
"Freia Aesthetics | Biologique Recherche, Future Cosmetics, Valmont, Calecim Facials and Retailer",ORCHARD,health,1.303803,103.8333417
Only Aesthetics Holland Village,QUEENSTOWN,health,1.3114941999999998,103.7945688
Alaxis Medical & Aesthetic Surgery,ORCHARD,doctor,1.3061653,103.8310002
Aramsa - The Garden Spa,BISHAN,health,1.362081,103.847562
O Medical Clinic,ORCHARD,health,1.3048389,103.8310872
Sembawang Hot Spring Park,MANDAI,park,1.4343143,103.8223722
Goodmart,BUKIT BATOK,health,1.3570307,103.763132
My Eye Room,BUKIT PANJANG,health,1.3605188999999998,103.7675355
Sport On Eyewear,KALLANG,health,1.302525,103.873622
Oriental Remedies (East Coast),MARINE PARADE,health,1.3067681999999998,103.9058348
Expressions (Orchard),MUSEUM,health,1.2995306,103.8420845
Evolve MMA (Far East Square),OUTRAM,health,1.282998,103.8479839
"1Aesthetics, Medical & Surgery (Dr Wan Chee Kwang)",SINGAPORE RIVER,hospital,1.289114,103.846667
Hovita Skincare Singapore,ROCHOR,health,1.300816,103.858932
Zenith Optics,SERANGOON,health,1.3649443,103.8652785
Paris Miki Bugis Junction,DOWNTOWN CORE,health,1.2992791,103.8553148
Paris Miki VivoCity,BUKIT MERAH,health,1.2636208,103.8219386
Prebiotics Probiotics Singapore,TAMPINES,health,1.3712925,103.9328351
Paris Miki Tampines 1,TAMPINES,health,1.354212,103.9450352
Paris Miki Parkway Parade,MARINE PARADE,health,1.3017478,103.9051445
Paris Miki Takashimaya Shopping Centre,ORCHARD,health,1.3021233,103.8346725
Paris Miki Holland Road Shopping Centre,QUEENSTOWN,health,1.310417,103.795344
The Panic Room,GEYLANG,health,1.3126415,103.8789804
J.U.G Japanese Barbershop,MUSEUM,health,1.2938321000000002,103.8426537
Wiseland Contact Lens and Optical Centre,JURONG EAST,health,1.3343553,103.7402743
Oriental Remedies (Jurong East),JURONG EAST,health,1.343183,103.736809
Bishan-Ang Mo Kio Park,BISHAN,park,1.3634088,103.8435614
Mount Faber Park,BUKIT MERAH,park,1.2737864,103.8174964
Sungei Buloh Wetland Reserve,LIM CHU KANG,park,1.4479987,103.7245442
Singapore Botanic Gardens,TANGLIN,park,1.3138397,103.8159136
Bukit Timah Nature Reserve,BUKIT PANJANG,park,1.3540562,103.7769454
East Coast Park,MARINE PARADE,park,1.3007841999999998,103.9121866
Istana Park,MUSEUM,park,1.2992392,103.8438178
Green Corridor,BUKIT TIMAH,park,1.3287533,103.7814346
Punggol Waterway Park,PUNGGOL,park,1.4116312,103.9033886
Fort Canning Park,MUSEUM,park,1.2938682,103.8466283
Fountain of Wealth,DOWNTOWN CORE,park,1.2947425,103.8589026
Southern Ridges,BUKIT MERAH,park,1.2801016,103.8029949
Gardens by the Bay,MARINA SOUTH,park,1.2815683,103.8636132
River Safari,CENTRAL WATER CATCHMENT,park,1.403186,103.7906876
Bedok Reservoir Park,BEDOK,park,1.3397718,103.9339364
Changi Boardwalk,CHANGI,park,1.3917133999999998,103.9758697
Tampines Eco Green,TAMPINES,park,1.3637756,103.9481856
Coronation Park,BUKIT TIMAH,park,1.3219031,103.7964733
Jurong Eco-Garden,WESTERN WATER CATCHMENT,park,1.3523233,103.6931591
Upper Seletar Reservoir Park,CENTRAL WATER CATCHMENT,park,1.400879,103.807041
LKC CSB,NOVENA,health,1.3215515,103.8490277
Duke-NUS Medical School,BUKIT MERAH,health,1.2810889,103.8342537
College Of Family Physicians S'pore,BUKIT MERAH,health,1.2804373,103.8338135
Nam Sang Veterinary Clinic Pte Ltd,NOVENA,health,1.3260162,103.843509
Vet Central Pte. Ltd.,TOA PAYOH,pharmacy,1.334373,103.852713
Stars Veterinary Clinic,HOUGANG,health,1.3596816,103.8876565
Amber Vet | Vet Clinic for Dogs,BEDOK,pharmacy,1.312726,103.922727
Namly Animal Clinic,BUKIT TIMAH,hospital,1.3242768,103.7967514
RehabVet Clinic Singapore,KALLANG,health,1.314668,103.857401
Gaia Veterinary Centre,KALLANG,health,1.327604,103.867346
Veterinary Emergency and Specialty Hospital - Singapore,HOUGANG,health,1.3431129,103.8837244
Night Safari,CENTRAL WATER CATCHMENT,park,1.4021872,103.7880606
Jurong Bird Park,BOON LAY,park,1.3187065,103.7064417
Guardian Singapore,BEDOK,pharmacy,1.315084,103.908852
Guardian Singapore,QUEENSTOWN,pharmacy,1.3068089,103.78865340000002
Guardian Singapore,QUEENSTOWN,pharmacy,1.2989175,103.7876488
Guardian,PUNGGOL,pharmacy,1.4064145,103.9018395
Guardian,PUNGGOL,pharmacy,1.4025925,103.9133095
Guardian Singapore,SERANGOON,pharmacy,1.3875071,103.8689457
Guardian,DOWNTOWN CORE,pharmacy,1.2937557,103.8533914
Guardian Health and Beauty,BUKIT MERAH,pharmacy,1.2647883999999998,103.822894
Guardian Health and Beauty,BUKIT MERAH,pharmacy,1.2638,103.8204591
Guardian Singapore,DOWNTOWN CORE,pharmacy,1.2911354,103.8501524
Your Eye Guardian,BUKIT MERAH,health,1.2854553999999998,103.8270226
Guardian,TAMPINES,pharmacy,1.3524949,103.9447973
Guardian,BEDOK,pharmacy,1.3246783000000002,103.9295114
Guardian,TAMPINES,pharmacy,1.342701,103.953235
Guardian,PASIR RIS,pharmacy,1.3724345,103.9499478
Guardian,BEDOK,pharmacy,1.337769,103.9217855
Guardian Singapore,TAMPINES,pharmacy,1.3721346,103.9319587
Guardian Singapore,BEDOK,pharmacy,1.3247735,103.9316873
Guardian Singapore,TAMPINES,pharmacy,1.3533872999999998,103.9405499
Guardian Singapore,TAMPINES,pharmacy,1.3525942,103.9544019
Guardian Singapore,TAMPINES,pharmacy,1.3536336000000002,103.9448174
Guardian Singapore,CHANGI,pharmacy,1.3552624,103.9864165
Guardian Singapore,BEDOK,health,1.3128904,103.9235006
Guardian Singapore,BEDOK,pharmacy,1.3209194,103.9126614
Guardian Singapore,MARINE PARADE,health,1.3057384,103.9147291
Guardian Health and Beauty,CHANGI,pharmacy,1.3566656,103.9896777
Guardian Our Tampines Hub,TAMPINES,pharmacy,1.3539084,103.9405583
Guardian @ Tiong Bahru MRT,BUKIT MERAH,pharmacy,1.2858946000000002,103.8267954
Guardian @ The Centrepoint,ORCHARD,pharmacy,1.3021568,103.8397736
Guardian,NOVENA,pharmacy,1.3199572,103.8439076
Guardian,NOVENA,pharmacy,1.3168999,103.8436386
Guardian,TOA PAYOH,pharmacy,1.3313214,103.8685003
Guardian,BISHAN,pharmacy,1.3495699,103.8500439
Guardian - City Square Mall,KALLANG,pharmacy,1.3111719,103.8564305
Guardian Singapore,NOVENA,pharmacy,1.327052,103.8464843
Guardian Singapore,BISHAN,pharmacy,1.3504994,103.8485892
Guardian Singapore,BISHAN,pharmacy,1.3548791,103.8308643
Guardian NEX,SERANGOON,pharmacy,1.3504815,103.8724894
Guardian Singapore,KALLANG,pharmacy,1.3073572,103.8631189
Guardian Singapore,GEYLANG,pharmacy,1.3162506,103.8823491
Guardian,ORCHARD,pharmacy,1.3058333,103.8326816
Guardian Singapore,ORCHARD,pharmacy,1.3058968999999998,103.8310048
Guardian Singapore,NEWTON,pharmacy,1.3052698,103.8355031
Guardian Singapore,HOUGANG,pharmacy,1.3592301000000002,103.8855067
Guardian Health & Beauty,BISHAN,pharmacy,1.3548791,103.8308643
Guardian Singapore,SERANGOON,pharmacy,1.364169,103.865478
Guardian,ORCHARD,pharmacy,1.3038033000000002,103.8316363
Guardian,ORCHARD,pharmacy,1.3035968999999998,103.8358745
Guardian Singapore,GEYLANG,pharmacy,1.3204751,103.8864928
Guardian Singapore,ORCHARD,pharmacy,1.3031334,103.8339382
Guardian,ORCHARD,pharmacy,1.3011993999999998,103.8385604
Guardian Singapore,HOUGANG,pharmacy,1.3365935,103.8887334
Guardian,ORCHARD,pharmacy,1.3049776000000002,103.8237541
Guardian Health & Beauty,KALLANG,pharmacy,1.3025249,103.8736219
Guardian Singapore,MUSEUM,pharmacy,1.3007111,103.844904
Guardian,DOWNTOWN CORE,pharmacy,1.2994344999999998,103.8558511
Guardian Singapore,KALLANG,pharmacy,1.3021868,103.8765069
Guardian Singapore,ANG MO KIO,pharmacy,1.368155,103.8558817
Guardian Health and Beauty,ANG MO KIO,pharmacy,1.3705691999999998,103.8472277
Guardian Health & Beauty,ORCHARD,pharmacy,1.3039386999999998,103.8318267
Guardian,DOWNTOWN CORE,pharmacy,1.2941996,103.8574094
Guardian Singapore,GEYLANG,pharmacy,1.3180892,103.8924168
Guardian Singapore,TANGLIN,pharmacy,1.3076528,103.8198871
Guardian,SINGAPORE RIVER,pharmacy,1.293949,103.831915
Guardian,HOUGANG,pharmacy,1.3721748,103.8938229
Guardian,DOWNTOWN CORE,pharmacy,1.2922338,103.8560384
Guardian,OUTRAM,pharmacy,1.285496,103.8449568
Guardian,DOWNTOWN CORE,pharmacy,1.283795,103.8516396
Guardian Health & Beauty,DOWNTOWN CORE,pharmacy,1.2861181000000002,103.8598687
Guardian Singapore,DOWNTOWN CORE,pharmacy,1.2935152,103.8595486
Guardian Singapore,SINGAPORE RIVER,pharmacy,1.2922109,103.8426834
